ID,NAME,PROJECT_NO,DESC,PRE_START_DATE,PRE_END_DATE,START_DATE,END_DATE,PRE_COST,COST,DEP_ID,PROJ_GRP_ID,STATE
1,陕建翠园锦绣,CY_L3_1502,陕建翠园锦绣工程项目,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
